,athlete_id,athlete_name,year,school_name,rushing_yards,rushing_attempts,Rnd,Pick,Tm,Pos,Age,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,year_drafted
402,242285,M.Williams,2010,Toledo,17.0,3.0,2.0,55.0,BAL,TE,21.0,1.0,4.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,74.0,636.0,4.0,3.0,,,Minnesota,2015
415,3116775,M.Williams,2014,Virginia Tech,495.0,136.0,4.0,101.0,TAM,WR,23.0,3.0,25.0,25.0,63.0,1.0,1.0,28.0,0.0,0.0,1.0,3.0,0.0,223.0,3089.0,26.0,10.0,,,Syracuse,2010
416,3116775,M.Williams,2014,Virginia Tech,495.0,136.0,7.0,219.0,NWE,DB,23.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,TCU,2011
417,3116775,M.Williams,2014,Virginia Tech,495.0,136.0,7.0,211.0,DET,TE,22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,,,,Alabama,2013
418,3116775,M.Williams,2014,Virginia Tech,495.0,136.0,2.0,55.0,BAL,TE,21.0,1.0,4.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,74.0,636.0,4.0,3.0,,,Minnesota,2015
412,516347,M.Williams,2014,North Carolina,737.0,178.0,7.0,219.0,NWE,DB,23.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,TCU,2011
411,516347,M.Williams,2014,North Carolina,737.0,178.0,4.0,101.0,TAM,WR,23.0,3.0,25.0,25.0,63.0,1.0,1.0,28.0,0.0,0.0,1.0,3.0,0.0,223.0,3089.0,26.0,10.0,,,Syracuse,2010
410,516347,M.Williams,2013,North Carolina,492.0,103.0,2.0,55.0,BAL,TE,21.0,1.0,4.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,74.0,636.0,4.0,3.0,,,Minnesota,2015
409,516347,M.Williams,2013,North Carolina,492.0,103.0,7.0,211.0,DET,TE,22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,,,,Alabama,2013
403,516347,M.Williams,2012,North Carolina,186.0,29.0,4.0,101.0,TAM,WR,23.0,3.0,25.0,25.0,63.0,1.0,1.0,28.0,0.0,0.0,1.0,3.0,0.0,223.0,3089.0,26.0,10.0,,,Syracuse,2010
408,516347,M.Williams,2013,North Carolina,492.0,103.0,7.0,219.0,NWE,DB,23.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,TCU,2011
407,516347,M.Williams,2013,North Carolina,492.0,103.0,4.0,101.0,TAM,WR,23.0,3.0,25.0,25.0,63.0,1.0,1.0,28.0,0.0,0.0,1.0,3.0,0.0,223.0,3089.0,26.0,10.0,,,Syracuse,2010
395,186594,M.Williams,2009,Eastern Illinois,64.0,14.0,4.0,101.0,TAM,WR,23.0,3.0,25.0,25.0,63.0,1.0,1.0,28.0,0.0,0.0,1.0,3.0,0.0,223.0,3089.0,26.0,10.0,,,Syracuse,2010
397,186594,M.Williams,2009,Eastern Illinois,64.0,14.0,7.0,211.0,DET,TE,22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,,,,Alabama,2013
398,186594,M.Williams,2009,Eastern Illinois,64.0,14.0,2.0,55.0,BAL,TE,21.0,1.0,4.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,74.0,636.0,4.0,3.0,,,Minnesota,2015
399,242285,M.Williams,2010,Toledo,17.0,3.0,4.0,101.0,TAM,WR,23.0,3.0,25.0,25.0,63.0,1.0,1.0,28.0,0.0,0.0,1.0,3.0,0.0,223.0,3089.0,26.0,10.0,,,Syracuse,2010
400,242285,M.Williams,2010,Toledo,17.0,3.0,7.0,219.0,NWE,DB,23.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,TCU,2011
401,242285,M.Williams,2010,Toledo,17.0,3.0,7.0,211.0,DET,TE,22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,,,,Alabama,2013
396,186594,M.Williams,2009,Eastern Illinois,64.0,14.0,7.0,219.0,NWE,DB,23.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,TCU,2011
832,377754,M.Wright,2009,Georgia Tech,236.0,43.0,3.0,75.0,CHI,DB,22.0,3.0,20.0,17.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,9.0,,Florida,2010
833,377754,M.Wright,2010,Georgia Tech,73.0,11.0,3.0,75.0,CHI,DB,22.0,3.0,20.0,17.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,9.0,,Florida,2010
776,241677,N.Paul,2010,Nebraska,14.0,5.0,5.0,155.0,WAS,WR,22.0,0.0,7.0,6.0,88.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,78.0,954.0,2.0,22.0,,,Nebraska,2011
775,241677,N.Paul,2009,Nebraska,28.0,2.0,5.0,155.0,WAS,WR,22.0,0.0,7.0,6.0,88.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,78.0,954.0,2.0,22.0,,,Nebraska,2011
654,236687,N.Toon,2009,Wisconsin,24.0,4.0,4.0,122.0,NOR,WR,23.0,0.0,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,21.0,283.0,1.0,3.0,,,Wisconsin,2012
1603,491574,N.Williams,2009,Delaware State,48.0,10.0,7.0,223.0,PIT,DT,23.0,0.0,2.0,,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,,6.0,Samford,2013
1829,517215,O.Beckham,2011,LSU,19.0,2.0,1.0,12.0,NYG,WR,21.0,5.0,42.0,42.0,69.0,3.0,5.0,126.0,2.0,0.0,18.0,84.0,0.0,438.0,6168.0,45.0,3.0,,,LSU,2014
1830,517215,O.Beckham,2013,LSU,76.0,7.0,1.0,12.0,NYG,WR,21.0,5.0,42.0,42.0,69.0,3.0,5.0,126.0,2.0,0.0,18.0,84.0,0.0,438.0,6168.0,45.0,3.0,,,LSU,2014
1726,505345,P.Richardson,2011,Colorado,24.0,2.0,2.0,45.0,SEA,WR,22.0,2.0,12.0,11.0,63.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,142.0,1803.0,12.0,1.0,,,Colorado,2014
1648,501565,P.Thomas,2013,NC State,163.0,72.0,4.0,119.0,WAS,DB,24.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,,Fresno St.,2013
1649,501565,P.Thomas,2014,Louisiana Monroe,46.0,39.0,4.0,119.0,WAS,DB,24.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,,Fresno St.,2013
757,538963,R.Anderson,2013,Alabama A&M,12.0,2.0,7.0,254.0,SFO,TE,22.0,0.0,,,,,,,,,,,,,,,,,,South Carolina,2015
756,240235,R.Anderson,2011,The Citadel,69.0,8.0,7.0,254.0,SFO,TE,22.0,0.0,,,,,,,,,,,,,,,,,,South Carolina,2015
540,232171,R.Broyles,2009,Oklahoma,75.0,9.0,2.0,54.0,DET,WR,24.0,0.0,3.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,420.0,2.0,,,,Oklahoma,2012
1800,514830,R.Bullock,2011,East Carolina,149.0,39.0,5.0,161.0,HOU,K,22.0,6.0,10.0,4.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,Texas A&M,2012
1801,514830,R.Bullock,2012,East Carolina,49.0,12.0,5.0,161.0,HOU,K,22.0,6.0,10.0,4.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,Texas A&M,2012
1468,481556,R.Burkhead,2009,Nebraska,257.0,64.0,6.0,190.0,CIN,RB,23.0,0.0,11.0,5.0,66.0,0.0,0.0,0.0,0.0,0.0,239.0,959.0,9.0,94.0,815.0,5.0,2.0,,,Nebraska,2013
1469,481556,R.Burkhead,2010,Nebraska,912.0,160.0,6.0,190.0,CIN,RB,23.0,0.0,11.0,5.0,66.0,0.0,0.0,0.0,0.0,0.0,239.0,959.0,9.0,94.0,815.0,5.0,2.0,,,Nebraska,2013
1470,481556,R.Burkhead,2011,Nebraska,1388.0,283.0,6.0,190.0,CIN,RB,23.0,0.0,11.0,5.0,66.0,0.0,0.0,0.0,0.0,0.0,239.0,959.0,9.0,94.0,815.0,5.0,2.0,,,Nebraska,2013
1471,481556,R.Burkhead,2012,Nebraska,535.0,74.0,6.0,190.0,CIN,RB,23.0,0.0,11.0,5.0,66.0,0.0,0.0,0.0,0.0,0.0,239.0,959.0,9.0,94.0,815.0,5.0,2.0,,,Nebraska,2013
1291,382886,R.Cobb,2010,Kentucky,401.0,52.0,2.0,64.0,GNB,WR,21.0,4.0,54.0,54.0,113.0,1.0,3.0,10.0,0.0,0.0,62.0,363.0,0.0,501.0,5904.0,43.0,5.0,,,Kentucky,2011
1290,382886,R.Cobb,2009,Kentucky,537.0,84.0,2.0,64.0,GNB,WR,21.0,4.0,54.0,54.0,113.0,1.0,3.0,10.0,0.0,0.0,62.0,363.0,0.0,501.0,5904.0,43.0,5.0,,,Kentucky,2011
394,186575,R.Cooper,2009,Florida,14.0,1.0,5.0,159.0,PHI,WR,22.0,3.0,18.0,18.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,169.0,2418.0,18.0,5.0,,,Florida,2010
1320,477854,R.Evans,2009,Montana State,31.0,5.0,6.0,196.0,PHI,CB,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Kansas St.,2015
1529,483321,R.Grant,2010,Tulane,11.0,2.0,5.0,142.0,WAS,WR,23.0,1.0,10.0,7.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,1333.0,7.0,1.0,,,Tulane,2014
1784,514136,R.Greene,2011,Florida State,32.0,4.0,5.0,139.0,JAX,WR,22.0,0.0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,185.0,2.0,,,,Florida St.,2015
1785,514136,R.Greene,2012,Florida State,30.0,4.0,5.0,139.0,JAX,WR,22.0,0.0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,185.0,2.0,,,,Florida St.,2015
1786,515684,R.Greene,2013,Wagner,20.0,2.0,5.0,139.0,JAX,WR,22.0,0.0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,185.0,2.0,,,,Florida St.,2015
933,378497,R.Griffin,2011,Baylor,644.0,161.0,6.0,203.0,NYJ,OL,22.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Baylor,2012
926,378497,R.Griffin,2009,Baylor,118.0,40.0,1.0,2.0,WAS,QB,22.0,2.0,35.0,32.0,47.0,777.0,1227.0,9079.0,43.0,27.0,279.0,1688.0,10.0,0.0,0.0,0.0,2.0,,,Baylor,2012
927,378497,R.Griffin,2009,Baylor,118.0,40.0,6.0,203.0,NYJ,OL,22.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Baylor,2012
928,378497,R.Griffin,2009,Baylor,118.0,40.0,6.0,201.0,HOU,TE,23.0,3.0,10.0,10.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1651.0,10.0,6.0,,,Connecticut,2013
934,378497,R.Griffin,2011,Baylor,644.0,161.0,6.0,201.0,HOU,TE,23.0,3.0,10.0,10.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1651.0,10.0,6.0,,,Connecticut,2013
930,378497,R.Griffin,2010,Baylor,591.0,133.0,6.0,203.0,NYJ,OL,22.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Baylor,2012
929,378497,R.Griffin,2010,Baylor,591.0,133.0,1.0,2.0,WAS,QB,22.0,2.0,35.0,32.0,47.0,777.0,1227.0,9079.0,43.0,27.0,279.0,1688.0,10.0,0.0,0.0,0.0,2.0,,,Baylor,2012
932,378497,R.Griffin,2011,Baylor,644.0,161.0,1.0,2.0,WAS,QB,22.0,2.0,35.0,32.0,47.0,777.0,1227.0,9079.0,43.0,27.0,279.0,1688.0,10.0,0.0,0.0,0.0,2.0,,,Baylor,2012
931,378497,R.Griffin,2010,Baylor,591.0,133.0,6.0,201.0,HOU,TE,23.0,3.0,10.0,10.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1651.0,10.0,6.0,,,Connecticut,2013
1316,388026,R.Helu,2009,Nebraska,1308.0,245.0,4.0,105.0,WAS,RB,22.0,0.0,13.0,13.0,57.0,0.0,0.0,0.0,0.0,0.0,272.0,1171.0,7.0,138.0,1227.0,4.0,8.0,,,Nebraska,2011
1317,388026,R.Helu,2010,Nebraska,1211.0,177.0,4.0,105.0,WAS,RB,22.0,0.0,13.0,13.0,57.0,0.0,0.0,0.0,0.0,0.0,272.0,1171.0,7.0,138.0,1227.0,4.0,8.0,,,Nebraska,2011
1673,503072,R.Herron,2011,Wyoming,21.0,1.0,6.0,185.0,TAM,WR,22.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,58.0,1.0,1.0,,,Wyoming,2014
1447,481156,R.Hillman,2010,San Diego State,228.0,23.0,3.0,67.0,DEN,RB,20.0,1.0,17.0,15.0,56.0,0.0,0.0,0.0,0.0,0.0,494.0,1976.0,12.0,74.0,524.0,1.0,1.0,,,San Diego St.,2012
1448,481156,R.Hillman,2011,San Diego State,300.0,53.0,3.0,67.0,DEN,RB,20.0,1.0,17.0,15.0,56.0,0.0,0.0,0.0,0.0,0.0,494.0,1976.0,12.0,74.0,524.0,1.0,1.0,,,San Diego St.,2012
646,236252,R.Jones,2010,Georgia Tech,437.0,66.0,5.0,163.0,MIA,DB,22.0,7.0,42.0,42.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,21.0,10.5,Georgia,2010
647,236252,R.Jones,2011,Georgia Tech,582.0,67.0,5.0,163.0,MIA,DB,22.0,7.0,42.0,42.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,21.0,10.5,Georgia,2010
648,511651,R.Jones,2011,Pittsburgh,26.0,2.0,5.0,163.0,MIA,DB,22.0,7.0,42.0,42.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,21.0,10.5,Georgia,2010
649,511651,R.Jones,2014,Pittsburgh,14.0,2.0,5.0,163.0,MIA,DB,22.0,7.0,42.0,42.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,21.0,10.5,Georgia,2010
650,533214,R.Jones,2014,New Mexico,21.0,1.0,5.0,163.0,MIA,DB,22.0,7.0,42.0,42.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,21.0,10.5,Georgia,2010
645,236252,R.Jones,2009,Georgia Tech,470.0,70.0,5.0,163.0,MIA,DB,22.0,7.0,42.0,42.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,21.0,10.5,Georgia,2010
539,232158,R.Lewis,2011,Kansas,98.0,34.0,4.0,125.0,DET,LB,21.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Oklahoma,2012
538,232158,R.Lewis,2009,Kansas,72.0,13.0,4.0,125.0,DET,LB,21.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Oklahoma,2012
773,241397,R.Mathews,2009,Fresno State,280.0,51.0,1.0,12.0,SDG,RB,22.0,5.0,43.0,36.0,86.0,0.0,0.0,0.0,0.0,0.0,1184.0,5261.0,37.0,179.0,1371.0,3.0,3.0,,,Fresno St.,2010
774,241397,R.Mathews,2009,Fresno State,280.0,51.0,7.0,238.0,IND,DT,23.0,0.0,14.0,5.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,,5.0,Cincinnati,2010
1900,547066,R.Moore,2013,Bowling Green,15.0,2.0,2.0,45.0,DEN,DB,21.0,3.0,20.0,18.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,9.0,1.0,UCLA,2011
1902,552226,R.Moore,2014,Cincinnati,29.0,15.0,2.0,45.0,DEN,DB,21.0,3.0,20.0,18.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,9.0,1.0,UCLA,2011
1901,552226,R.Moore,2013,Cincinnati,13.0,4.0,2.0,45.0,DEN,DB,21.0,3.0,20.0,18.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,9.0,1.0,UCLA,2011
228,183542,R.Murphy,2010,LSU,81.0,25.0,7.0,248.0,SEA,DB,22.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Oregon St.,2015
1208,382584,R.Nassib,2012,Syracuse,62.0,34.0,4.0,110.0,NYG,QB,23.0,0.0,0.0,0.0,5.0,9.0,10.0,128.0,1.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,,,,Syracuse,2013
1207,382584,R.Nassib,2011,Syracuse,12.0,9.0,4.0,110.0,NYG,QB,23.0,0.0,0.0,0.0,5.0,9.0,10.0,128.0,1.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,,,,Syracuse,2013
1456,532329,R.Smith,2013,Wofford,15.0,3.0,6.0,176.0,TEN,QB,23.0,0.0,1.0,1.0,3.0,23.0,45.0,234.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida Atlantic,2010
1451,499029,R.Smith,2013,North Dakota State,16.0,2.0,6.0,176.0,TEN,QB,23.0,0.0,1.0,1.0,3.0,23.0,45.0,234.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida Atlantic,2010
1452,501528,R.Smith,2011,Ohio State,134.0,33.0,6.0,176.0,TEN,QB,23.0,0.0,1.0,1.0,3.0,23.0,45.0,234.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida Atlantic,2010
1453,501528,R.Smith,2012,Ohio State,215.0,32.0,6.0,176.0,TEN,QB,23.0,0.0,1.0,1.0,3.0,23.0,45.0,234.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida Atlantic,2010
1454,501528,R.Smith,2013,Ohio State,125.0,25.0,6.0,176.0,TEN,QB,23.0,0.0,1.0,1.0,3.0,23.0,45.0,234.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida Atlantic,2010
1455,501528,R.Smith,2014,Ohio State,101.0,24.0,6.0,176.0,TEN,QB,23.0,0.0,1.0,1.0,3.0,23.0,45.0,234.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida Atlantic,2010
1457,532329,R.Smith,2014,Wofford,108.0,4.0,6.0,176.0,TEN,QB,23.0,0.0,1.0,1.0,3.0,23.0,45.0,234.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida Atlantic,2010
1458,535229,R.Smith,2012,Arizona State,26.0,6.0,6.0,176.0,TEN,QB,23.0,0.0,1.0,1.0,3.0,23.0,45.0,234.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida Atlantic,2010
1459,535229,R.Smith,2013,Arizona State,71.0,6.0,6.0,176.0,TEN,QB,23.0,0.0,1.0,1.0,3.0,23.0,45.0,234.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida Atlantic,2010
1450,481448,R.Smith,2013,NC State,121.0,17.0,6.0,176.0,TEN,QB,23.0,0.0,1.0,1.0,3.0,23.0,45.0,234.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida Atlantic,2010
1525,483069,R.Swope,2010,Texas A&M,56.0,12.0,6.0,174.0,ARI,WR,22.0,0.0,,,,,,,,,,,,,,,,,,Texas A&M,2013
536,232059,R.Tannehill,2011,Texas A&M,352.0,60.0,1.0,8.0,MIA,QB,24.0,6.0,54.0,54.0,94.0,1926.0,3047.0,21595.0,131.0,79.0,267.0,1293.0,7.0,3.0,8.0,1.0,5.0,,,Texas A&M,2012
535,232059,R.Tannehill,2010,Texas A&M,33.0,44.0,1.0,8.0,MIA,QB,24.0,6.0,54.0,54.0,94.0,1926.0,3047.0,21595.0,131.0,79.0,267.0,1293.0,7.0,3.0,8.0,1.0,5.0,,,Texas A&M,2012
145,557219,R.Taylor,2014,Oklahoma State,70.0,18.0,7.0,218.0,GNB,TE,23.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,45.0,1.0,15.0,,,North Carolina,2011
144,176678,R.Taylor,2009,Clemson,37.0,13.0,7.0,218.0,GNB,TE,23.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,45.0,1.0,15.0,,,North Carolina,2011
734,238371,R.Turbin,2011,Utah State,70.0,22.0,4.0,106.0,SEA,RB,22.0,0.0,16.0,12.0,81.0,0.0,0.0,0.0,0.0,0.0,355.0,1354.0,9.0,86.0,688.0,3.0,4.0,,,Utah St.,2012
733,238371,R.Turbin,2009,Utah State,121.0,13.0,4.0,106.0,SEA,RB,22.0,0.0,16.0,12.0,81.0,0.0,0.0,0.0,0.0,0.0,355.0,1354.0,9.0,86.0,688.0,3.0,4.0,,,Utah St.,2012
1123,381565,R.Williams,2009,Virginia Tech,1716.0,302.0,2.0,38.0,ARI,RB,21.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,164.0,0.0,7.0,44.0,0.0,,,,Virginia Tech,2011
1124,381565,R.Williams,2010,Virginia Tech,473.0,106.0,2.0,38.0,ARI,RB,21.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,164.0,0.0,7.0,44.0,0.0,,,,Virginia Tech,2011
1126,530746,R.Williams,2013,Minnesota,332.0,60.0,2.0,38.0,ARI,RB,21.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,164.0,0.0,7.0,44.0,0.0,,,,Virginia Tech,2011
1125,530746,R.Williams,2012,Minnesota,201.0,45.0,2.0,38.0,ARI,RB,21.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,164.0,0.0,7.0,44.0,0.0,,,,Virginia Tech,2011
1127,530746,R.Williams,2014,Minnesota,110.0,26.0,2.0,38.0,ARI,RB,21.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,164.0,0.0,7.0,44.0,0.0,,,,Virginia Tech,2011
1128,535108,R.Williams,2013,Miami (OH),11.0,1.0,2.0,38.0,ARI,RB,21.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,164.0,0.0,7.0,44.0,0.0,,,,Virginia Tech,2011
724,238093,R.Wilson,2009,NC State,243.0,114.0,3.0,75.0,SEA,QB,23.0,8.0,98.0,98.0,122.0,2319.0,3588.0,28361.0,219.0,65.0,695.0,3907.0,19.0,4.0,20.0,1.0,4.0,,,Wisconsin,2012
725,238093,R.Wilson,2009,NC State,243.0,114.0,4.0,118.0,KAN,ILB,23.0,1.0,14.0,12.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,,Georgia,2015
726,238093,R.Wilson,2010,NC State,394.0,129.0,3.0,75.0,SEA,QB,23.0,8.0,98.0,98.0,122.0,2319.0,3588.0,28361.0,219.0,65.0,695.0,3907.0,19.0,4.0,20.0,1.0,4.0,,,Wisconsin,2012
727,238093,R.Wilson,2010,NC State,394.0,129.0,4.0,118.0,KAN,ILB,23.0,1.0,14.0,12.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,,Georgia,2015
729,238093,R.Wilson,2011,Wisconsin,331.0,77.0,4.0,118.0,KAN,ILB,23.0,1.0,14.0,12.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,,Georgia,2015
728,238093,R.Wilson,2011,Wisconsin,331.0,77.0,3.0,75.0,SEA,QB,23.0,8.0,98.0,98.0,122.0,2319.0,3588.0,28361.0,219.0,65.0,695.0,3907.0,19.0,4.0,20.0,1.0,4.0,,,Wisconsin,2012
1616,500234,R.Woods,2012,USC,76.0,1.0,2.0,41.0,BUF,WR,21.0,7.0,38.0,17.0,94.0,0.0,0.0,0.0,0.0,0.0,37.0,262.0,2.0,390.0,5017.0,23.0,5.0,,,USC,2013
1615,500234,R.Woods,2011,USC,14.0,8.0,2.0,41.0,BUF,WR,21.0,7.0,38.0,17.0,94.0,0.0,0.0,0.0,0.0,0.0,37.0,262.0,2.0,390.0,5017.0,23.0,5.0,,,USC,2013
478,189603,S.Chapas,2010,Georgia,62.0,20.0,7.0,220.0,DAL,RB,23.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,,,,Georgia,2011
1865,534249,S.Diggs,2012,Maryland,114.0,20.0,5.0,146.0,MIN,WR,21.0,5.0,30.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,27.0,128.0,0.0,343.0,4252.0,28.0,,,,Maryland,2015
1866,534249,S.Diggs,2013,Maryland,50.0,8.0,5.0,146.0,MIN,WR,21.0,5.0,30.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,27.0,128.0,0.0,343.0,4252.0,28.0,,,,Maryland,2015
1867,534249,S.Diggs,2014,Maryland,40.0,6.0,5.0,146.0,MIN,WR,21.0,5.0,30.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,27.0,128.0,0.0,343.0,4252.0,28.0,,,,Maryland,2015
1528,483176,S.Gilmore,2010,South Carolina,14.0,1.0,1.0,10.0,BUF,DB,21.0,8.0,42.0,24.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,21.0,1.0,South Carolina,2012
