,athlete_id,athlete_name,year,school_name,rushing_yards,rushing_attempts,Rnd,Pick,Tm,Pos,Age,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,year_drafted
206,178759,A.Smith,2009,Kentucky,245.0,60.0,1.0,7.0,SFO,DE,21.0,2.0,27.0,25.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,1.0,47.5,Missouri,2011
208,500420,A.Smith,2011,Northwestern,319.0,77.0,1.0,7.0,SFO,DE,21.0,2.0,27.0,25.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,1.0,47.5,Missouri,2011
207,500420,A.Smith,2010,Northwestern,135.0,30.0,1.0,7.0,SFO,DE,21.0,2.0,27.0,25.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,1.0,47.5,Missouri,2011
209,500420,A.Smith,2013,UNLV,11.0,6.0,1.0,7.0,SFO,DE,21.0,2.0,27.0,25.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,1.0,47.5,Missouri,2011
1298,383475,A.Williams,2010,Tulane,40.0,7.0,4.0,113.0,NYG,RB,22.0,0.0,7.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,332.0,1090.0,8.0,19.0,137.0,0.0,1.0,,,Boston Col.,2014
1303,501673,A.Williams,2011,Boston College,631.0,146.0,2.0,34.0,BUF,DB,21.0,2.0,18.0,18.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,7.0,,Texas,2011
1308,501673,A.Williams,2013,Boston College,2140.0,346.0,4.0,113.0,NYG,RB,22.0,0.0,7.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,332.0,1090.0,8.0,19.0,137.0,0.0,1.0,,,Boston Col.,2014
1301,501673,A.Williams,2010,Boston College,391.0,76.0,2.0,34.0,BUF,DB,21.0,2.0,18.0,18.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,7.0,,Texas,2011
1300,383475,A.Williams,2011,Tulane,14.0,4.0,4.0,113.0,NYG,RB,22.0,0.0,7.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,332.0,1090.0,8.0,19.0,137.0,0.0,1.0,,,Boston Col.,2014
1297,383475,A.Williams,2010,Tulane,40.0,7.0,2.0,34.0,BUF,DB,21.0,2.0,18.0,18.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,7.0,,Texas,2011
1299,383475,A.Williams,2011,Tulane,14.0,4.0,2.0,34.0,BUF,DB,21.0,2.0,18.0,18.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,7.0,,Texas,2011
1305,501673,A.Williams,2012,Boston College,591.0,134.0,2.0,34.0,BUF,DB,21.0,2.0,18.0,18.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,7.0,,Texas,2011
1306,501673,A.Williams,2012,Boston College,591.0,134.0,4.0,113.0,NYG,RB,22.0,0.0,7.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,332.0,1090.0,8.0,19.0,137.0,0.0,1.0,,,Boston Col.,2014
1307,501673,A.Williams,2013,Boston College,2140.0,346.0,2.0,34.0,BUF,DB,21.0,2.0,18.0,18.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,7.0,,Texas,2011
1304,501673,A.Williams,2011,Boston College,631.0,146.0,4.0,113.0,NYG,RB,22.0,0.0,7.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,332.0,1090.0,8.0,19.0,137.0,0.0,1.0,,,Boston Col.,2014
1302,501673,A.Williams,2010,Boston College,391.0,76.0,4.0,113.0,NYG,RB,22.0,0.0,7.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,332.0,1090.0,8.0,19.0,137.0,0.0,1.0,,,Boston Col.,2014
1812,515915,B.Allen,2013,Arkansas,29.0,29.0,7.0,224.0,PHI,DT,22.0,1.0,12.0,8.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,,2.5,Wisconsin,2014
1813,515915,B.Allen,2014,Arkansas,14.0,39.0,7.0,224.0,PHI,DT,22.0,1.0,12.0,8.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,,2.5,Wisconsin,2014
1814,552929,B.Allen,2013,East Carolina,24.0,11.0,7.0,224.0,PHI,DT,22.0,1.0,12.0,8.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,,2.5,Wisconsin,2014
1815,552929,B.Allen,2014,East Carolina,323.0,30.0,7.0,224.0,PHI,DT,22.0,1.0,12.0,8.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,,2.5,Wisconsin,2014
388,184839,B.Batch,2009,Texas Tech,784.0,146.0,7.0,232.0,PIT,RB,23.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,25.0,49.0,1.0,4.0,31.0,0.0,4.0,,,Texas Tech,2011
389,184839,B.Batch,2010,Texas Tech,805.0,172.0,7.0,232.0,PIT,RB,23.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,25.0,49.0,1.0,4.0,31.0,0.0,4.0,,,Texas Tech,2011
1666,501882,B.Bell,2012,Oklahoma,190.0,58.0,4.0,117.0,SFO,TE,24.0,1.0,2.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,367.0,0.0,1.0,,,Oklahoma,2015
1665,501882,B.Bell,2011,Oklahoma,120.0,34.0,4.0,117.0,SFO,TE,24.0,1.0,2.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,367.0,0.0,1.0,,,Oklahoma,2015
1667,501882,B.Bell,2013,Oklahoma,255.0,75.0,4.0,117.0,SFO,TE,24.0,1.0,2.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,367.0,0.0,1.0,,,Oklahoma,2015
1284,382675,B.Boykin,2011,Georgia,95.0,5.0,4.0,123.0,PHI,DB,22.0,0.0,9.0,7.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,8.0,2.0,Georgia,2012
1325,480207,B.Brown,2009,Tennessee,460.0,101.0,7.0,229.0,PHI,RB,21.0,0.0,9.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,251.0,1076.0,7.0,37.0,316.0,0.0,1.0,,,Kansas St.,2012
1326,480207,B.Brown,2011,Kansas State,16.0,3.0,7.0,229.0,PHI,RB,21.0,0.0,9.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,251.0,1076.0,7.0,37.0,316.0,0.0,1.0,,,Kansas St.,2012
446,188679,B.Carter,2009,Penn State,46.0,13.0,2.0,40.0,DAL,LB,23.0,3.0,19.0,15.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,5.0,5.0,North Carolina,2011
1740,511476,B.Cooks,2013,Oregon State,188.0,28.0,1.0,20.0,NOR,WR,20.0,5.0,47.0,22.0,82.0,0.0,0.0,0.0,0.0,0.0,45.0,280.0,2.0,387.0,5549.0,33.0,2.0,,,Oregon St.,2014
1739,511476,B.Cooks,2012,Oregon State,80.0,20.0,1.0,20.0,NOR,WR,20.0,5.0,47.0,22.0,82.0,0.0,0.0,0.0,0.0,0.0,45.0,280.0,2.0,387.0,5549.0,33.0,2.0,,,Oregon St.,2014
1738,511476,B.Cooks,2011,Oregon State,40.0,11.0,1.0,20.0,NOR,WR,20.0,5.0,47.0,22.0,82.0,0.0,0.0,0.0,0.0,0.0,45.0,280.0,2.0,387.0,5549.0,33.0,2.0,,,Oregon St.,2014
742,480588,B.Cunningham,2010,Middle Tennessee,38.0,9.0,6.0,183.0,MIA,WR,23.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Michigan St.,2012
743,480588,B.Cunningham,2011,Middle Tennessee,145.0,29.0,6.0,183.0,MIA,WR,23.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Michigan St.,2012
744,480588,B.Cunningham,2012,Middle Tennessee,217.0,27.0,6.0,183.0,MIA,WR,23.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Michigan St.,2012
741,238800,B.Cunningham,2011,Michigan State,26.0,3.0,6.0,183.0,MIA,WR,23.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Michigan St.,2012
1199,382201,B.Daniels,2012,South Florida,72.0,15.0,7.0,237.0,SFO,QB,24.0,0.0,0.0,,8.0,1.0,2.0,7.0,0.0,0.0,6.0,6.0,0.0,2.0,18.0,0.0,,,,South Florida,2013
1198,382201,B.Daniels,2011,South Florida,21.0,9.0,7.0,237.0,SFO,QB,24.0,0.0,0.0,,8.0,1.0,2.0,7.0,0.0,0.0,6.0,6.0,0.0,2.0,18.0,0.0,,,,South Florida,2013
1197,382201,B.Daniels,2010,South Florida,109.0,20.0,7.0,237.0,SFO,QB,24.0,0.0,0.0,,8.0,1.0,2.0,7.0,0.0,0.0,6.0,6.0,0.0,2.0,18.0,0.0,,,,South Florida,2013
1196,382201,B.Daniels,2009,South Florida,165.0,39.0,7.0,237.0,SFO,QB,24.0,0.0,0.0,,8.0,1.0,2.0,7.0,0.0,0.0,6.0,6.0,0.0,2.0,18.0,0.0,,,,South Florida,2013
823,245353,B.Dixon,2009,Mississippi State,1497.0,275.0,6.0,195.0,NYJ,DB,24.0,0.0,3.0,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,,NW Missouri St.,2014
1613,499733,B.Dupree,2011,The Citadel,61.0,18.0,1.0,22.0,PIT,OLB,22.0,3.0,19.0,19.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,1.0,26.0,Kentucky,2015
1614,499733,B.Dupree,2013,The Citadel,69.0,23.0,1.0,22.0,PIT,OLB,22.0,3.0,19.0,19.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,1.0,26.0,Kentucky,2015
1809,515826,B.Ellington,2011,South Carolina,106.0,17.0,4.0,106.0,SFO,WR,23.0,0.0,7.0,2.0,44.0,0.0,1.0,0.0,0.0,0.0,11.0,54.0,1.0,79.0,769.0,5.0,2.0,,,South Carolina,2014
1811,515826,B.Ellington,2013,South Carolina,21.0,4.0,4.0,106.0,SFO,WR,23.0,0.0,7.0,2.0,44.0,0.0,1.0,0.0,0.0,0.0,11.0,54.0,1.0,79.0,769.0,5.0,2.0,,,South Carolina,2014
1810,515826,B.Ellington,2012,South Carolina,33.0,7.0,4.0,106.0,SFO,WR,23.0,0.0,7.0,2.0,44.0,0.0,1.0,0.0,0.0,0.0,11.0,54.0,1.0,79.0,769.0,5.0,2.0,,,South Carolina,2014
1100,380971,B.Ewing,2010,Wisconsin,19.0,3.0,5.0,157.0,ATL,RB,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,,,,Wisconsin,2012
1103,381364,B.Gabbert,2010,Missouri,229.0,104.0,1.0,10.0,JAX,QB,21.0,3.0,16.0,7.0,56.0,842.0,1498.0,9063.0,48.0,47.0,177.0,631.0,3.0,1.0,-16.0,0.0,1.0,,,Missouri,2011
1102,381364,B.Gabbert,2009,Missouri,267.0,104.0,1.0,10.0,JAX,QB,21.0,3.0,16.0,7.0,56.0,842.0,1498.0,9063.0,48.0,47.0,177.0,631.0,3.0,1.0,-16.0,0.0,1.0,,,Missouri,2011
1916,559751,B.Harris,2014,LSU,148.0,28.0,2.0,60.0,HOU,DB,21.0,0.0,3.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,,,Miami (FL),2011
1747,511982,B.Hundley,2013,UCLA,648.0,169.0,5.0,147.0,GNB,QB,22.0,1.0,5.0,5.0,16.0,194.0,327.0,1853.0,9.0,13.0,39.0,268.0,2.0,1.0,10.0,0.0,,,,UCLA,2015
1748,511982,B.Hundley,2014,UCLA,596.0,166.0,5.0,147.0,GNB,QB,22.0,1.0,5.0,5.0,16.0,194.0,327.0,1853.0,9.0,13.0,39.0,268.0,2.0,1.0,10.0,0.0,,,,UCLA,2015
1746,511982,B.Hundley,2012,UCLA,418.0,163.0,5.0,147.0,GNB,QB,22.0,1.0,5.0,5.0,16.0,194.0,327.0,1853.0,9.0,13.0,39.0,268.0,2.0,1.0,10.0,0.0,,,,UCLA,2015
651,236437,B.Jackson,2009,East Carolina,42.0,14.0,6.0,187.0,NYG,DB,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Notre Dame,2014
1905,547526,B.Logan,2013,Indiana State,11.0,3.0,3.0,67.0,PHI,DT,23.0,5.0,32.0,21.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,,7.0,LSU,2013
1906,547526,B.Logan,2014,Indiana State,47.0,10.0,3.0,67.0,PHI,DT,23.0,5.0,32.0,21.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,,7.0,LSU,2013
1849,530877,B.Marshall,2013,Oregon,1067.0,176.0,5.0,142.0,JAX,LB,22.0,4.0,30.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,2.0,6.5,Nevada,2012
1848,530877,B.Marshall,2012,Oregon,445.0,86.0,5.0,142.0,JAX,LB,22.0,4.0,30.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,2.0,6.5,Nevada,2012
1850,530877,B.Marshall,2014,Oregon,392.0,55.0,5.0,142.0,JAX,LB,22.0,4.0,30.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,2.0,6.5,Nevada,2012
1609,512838,B.Miller,2013,Ohio State,1033.0,153.0,7.0,211.0,SFO,DE,24.0,4.0,7.0,7.0,77.0,0.0,0.0,0.0,0.0,0.0,28.0,62.0,1.0,76.0,734.0,3.0,19.0,,,Central Florida,2011
1608,512838,B.Miller,2012,Ohio State,1346.0,239.0,7.0,211.0,SFO,DE,24.0,4.0,7.0,7.0,77.0,0.0,0.0,0.0,0.0,0.0,28.0,62.0,1.0,76.0,734.0,3.0,19.0,,,Central Florida,2011
1607,512838,B.Miller,2011,Ohio State,810.0,168.0,7.0,211.0,SFO,DE,24.0,4.0,7.0,7.0,77.0,0.0,0.0,0.0,0.0,0.0,28.0,62.0,1.0,76.0,734.0,3.0,19.0,,,Central Florida,2011
1606,491976,B.Miller,2013,Wyoming,27.0,9.0,7.0,211.0,SFO,DE,24.0,4.0,7.0,7.0,77.0,0.0,0.0,0.0,0.0,0.0,28.0,62.0,1.0,76.0,734.0,3.0,19.0,,,Central Florida,2011
1605,491976,B.Miller,2012,Wyoming,34.0,14.0,7.0,211.0,SFO,DE,24.0,4.0,7.0,7.0,77.0,0.0,0.0,0.0,0.0,0.0,28.0,62.0,1.0,76.0,734.0,3.0,19.0,,,Central Florida,2011
1604,491976,B.Miller,2011,Wyoming,38.0,10.0,7.0,211.0,SFO,DE,24.0,4.0,7.0,7.0,77.0,0.0,0.0,0.0,0.0,0.0,28.0,62.0,1.0,76.0,734.0,3.0,19.0,,,Central Florida,2011
1101,381296,B.Nortman,2010,Wisconsin,17.0,1.0,6.0,207.0,CAR,P,22.0,6.0,11.0,7.0,96.0,1.0,1.0,29.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,,,Wisconsin,2012
1400,480396,B.Osweiler,2011,Arizona State,179.0,93.0,2.0,57.0,DEN,QB,21.0,1.0,14.0,6.0,49.0,697.0,1165.0,7418.0,37.0,31.0,92.0,266.0,4.0,1.0,-14.0,0.0,,,,Arizona St.,2012
1418,480746,B.Petty,2012,Baylor,14.0,9.0,4.0,103.0,NYJ,QB,24.0,0.0,4.0,4.0,10.0,130.0,245.0,1353.0,4.0,10.0,12.0,74.0,0.0,0.0,0.0,0.0,,,,Baylor,2015
1419,480746,B.Petty,2013,Baylor,192.0,83.0,4.0,103.0,NYJ,QB,24.0,0.0,4.0,4.0,10.0,130.0,245.0,1353.0,4.0,10.0,12.0,74.0,0.0,0.0,0.0,0.0,,,,Baylor,2015
1420,480746,B.Petty,2014,Baylor,137.0,77.0,4.0,103.0,NYJ,QB,24.0,0.0,4.0,4.0,10.0,130.0,245.0,1353.0,4.0,10.0,12.0,74.0,0.0,0.0,0.0,0.0,,,,Baylor,2015
1417,480746,B.Petty,2011,Baylor,15.0,4.0,4.0,103.0,NYJ,QB,24.0,0.0,4.0,4.0,10.0,130.0,245.0,1353.0,4.0,10.0,12.0,74.0,0.0,0.0,0.0,0.0,,,,Baylor,2015
1492,482169,B.Pierce,2009,Temple,24.0,7.0,3.0,84.0,BAL,RB,21.0,0.0,10.0,10.0,52.0,0.0,0.0,0.0,0.0,0.0,359.0,1345.0,5.0,32.0,171.0,0.0,2.0,,,Temple,2012
1493,482169,B.Pierce,2010,Temple,42.0,10.0,3.0,84.0,BAL,RB,21.0,0.0,10.0,10.0,52.0,0.0,0.0,0.0,0.0,0.0,359.0,1345.0,5.0,32.0,171.0,0.0,2.0,,,Temple,2012
1494,482169,B.Pierce,2011,Temple,199.0,49.0,3.0,84.0,BAL,RB,21.0,0.0,10.0,10.0,52.0,0.0,0.0,0.0,0.0,0.0,359.0,1345.0,5.0,32.0,171.0,0.0,2.0,,,Temple,2012
739,238691,B.Powell,2010,Louisville,153.0,16.0,4.0,126.0,NYJ,RB,22.0,2.0,26.0,26.0,103.0,1.0,1.0,30.0,0.0,0.0,807.0,3500.0,15.0,204.0,1567.0,5.0,11.0,,,Louisville,2011
740,559559,B.Powell,2014,Florida,73.0,17.0,4.0,126.0,NYJ,RB,22.0,2.0,26.0,26.0,103.0,1.0,1.0,30.0,0.0,0.0,807.0,3500.0,15.0,204.0,1567.0,5.0,11.0,,,Louisville,2011
735,238384,B.Reed,2009,Florida State,95.0,17.0,2.0,42.0,HOU,LB,24.0,5.0,36.0,24.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,1.0,22.5,Arizona,2011
736,238384,B.Reed,2010,Florida State,51.0,7.0,2.0,42.0,HOU,LB,24.0,5.0,36.0,24.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,1.0,22.5,Arizona,2011
737,238384,B.Reed,2011,Florida State,35.0,1.0,2.0,42.0,HOU,LB,24.0,5.0,36.0,24.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,1.0,22.5,Arizona,2011
1765,513063,B.Sankey,2011,Washington,187.0,28.0,2.0,54.0,TEN,RB,21.0,1.0,6.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,199.0,762.0,3.0,32.0,272.0,1.0,1.0,,,Washington,2014
1766,513063,B.Sankey,2012,Washington,1250.0,267.0,2.0,54.0,TEN,RB,21.0,1.0,6.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,199.0,762.0,3.0,32.0,272.0,1.0,1.0,,,Washington,2014
1767,513063,B.Sankey,2013,Washington,1983.0,341.0,2.0,54.0,TEN,RB,21.0,1.0,6.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,199.0,762.0,3.0,32.0,272.0,1.0,1.0,,,Washington,2014
226,183482,B.Tate,2009,Auburn,1254.0,243.0,2.0,58.0,HOU,RB,22.0,0.0,14.0,13.0,51.0,0.0,0.0,0.0,0.0,0.0,540.0,2363.0,14.0,67.0,347.0,0.0,2.0,,,Auburn,2010
630,235677,B.Weeden,2009,Oklahoma State,18.0,4.0,1.0,22.0,CLE,QB,28.0,1.0,14.0,11.0,35.0,559.0,965.0,6462.0,31.0,30.0,62.0,200.0,1.0,0.0,-9.0,0.0,,,,Oklahoma St.,2012
1764,532125,B.Williams,2014,Texas A&M,374.0,86.0,3.0,94.0,BAL,DT,24.0,6.0,38.0,38.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,,5.5,Missouri Southern,2013
1762,532125,B.Williams,2013,Texas A&M,269.0,44.0,3.0,94.0,BAL,DT,24.0,6.0,38.0,38.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,,5.5,Missouri Southern,2013
1761,532125,B.Williams,2013,Texas A&M,269.0,44.0,3.0,89.0,HOU,OL,22.0,0.0,,,,,,,,,,,,,,,,,,North Carolina,2013
1760,512841,B.Williams,2011,Oklahoma,219.0,46.0,3.0,94.0,BAL,DT,24.0,6.0,38.0,38.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,,5.5,Missouri Southern,2013
1759,512841,B.Williams,2011,Oklahoma,219.0,46.0,3.0,89.0,HOU,OL,22.0,0.0,,,,,,,,,,,,,,,,,,North Carolina,2013
1763,532125,B.Williams,2014,Texas A&M,374.0,86.0,3.0,89.0,HOU,OL,22.0,0.0,,,,,,,,,,,,,,,,,,North Carolina,2013
1318,477271,B.Wilson,2012,Southern Utah,74.0,17.0,6.0,204.0,KAN,FB,23.0,0.0,,,,,,,,,,,,,,,,,,Kansas St.,2013
1319,481498,B.Wilson,2012,Kansas State,13.0,6.0,6.0,204.0,KAN,FB,23.0,0.0,,,,,,,,,,,,,,,,,,Kansas St.,2013
1847,530860,C.Allen,2013,Oregon,14.0,0.0,4.0,128.0,PIT,DB,22.0,0.0,10.0,10.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,6.0,,The Citadel,2011
1897,546383,C.Artis-Payne,2013,Auburn,661.0,100.0,5.0,174.0,CAR,RB,25.0,0.0,5.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,118.0,491.0,5.0,10.0,86.0,0.0,,,,Auburn,2015
1898,546383,C.Artis-Payne,2014,Auburn,1545.0,299.0,5.0,174.0,CAR,RB,25.0,0.0,5.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,118.0,491.0,5.0,10.0,86.0,0.0,,,,Auburn,2015
1710,504691,C.Bradford,2013,Arizona State,20.0,1.0,4.0,121.0,GNB,LB,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,Arizona St.,2014
363,534284,C.Brown,2012,Ohio State,98.0,11.0,5.0,164.0,BAL,DB,24.0,0.0,5.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,,Texas,2011
358,480846,C.Brown,2014,Maryland,755.0,180.0,2.0,64.0,NOR,T,23.0,1.0,15.0,15.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,USC,2010
354,480846,C.Brown,2011,Maryland,574.0,79.0,5.0,164.0,BAL,DB,24.0,0.0,5.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,,Texas,2011
353,480846,C.Brown,2011,Maryland,574.0,79.0,3.0,95.0,PIT,DB,22.0,0.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,,,Texas,2011
352,480846,C.Brown,2011,Maryland,574.0,79.0,2.0,64.0,NOR,T,23.0,1.0,15.0,15.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,USC,2010
357,480846,C.Brown,2013,Maryland,564.0,135.0,5.0,164.0,BAL,DB,24.0,0.0,5.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,,Texas,2011
359,480846,C.Brown,2014,Maryland,755.0,180.0,3.0,95.0,PIT,DB,22.0,0.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,,,Texas,2011
360,480846,C.Brown,2014,Maryland,755.0,180.0,5.0,164.0,BAL,DB,24.0,0.0,5.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,,Texas,2011
361,534284,C.Brown,2012,Ohio State,98.0,11.0,2.0,64.0,NOR,T,23.0,1.0,15.0,15.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,USC,2010
362,534284,C.Brown,2012,Ohio State,98.0,11.0,3.0,95.0,PIT,DB,22.0,0.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,,,Texas,2011
364,534284,C.Brown,2013,Ohio State,42.0,5.0,2.0,64.0,NOR,T,23.0,1.0,15.0,15.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,USC,2010
365,534284,C.Brown,2013,Ohio State,42.0,5.0,3.0,95.0,PIT,DB,22.0,0.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,,,Texas,2011
356,480846,C.Brown,2013,Maryland,564.0,135.0,3.0,95.0,PIT,DB,22.0,0.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,,,Texas,2011
367,535188,C.Brown,2013,Oregon State,144.0,19.0,2.0,64.0,NOR,T,23.0,1.0,15.0,15.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,USC,2010
368,535188,C.Brown,2013,Oregon State,144.0,19.0,3.0,95.0,PIT,DB,22.0,0.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,,,Texas,2011
366,534284,C.Brown,2013,Ohio State,42.0,5.0,5.0,164.0,BAL,DB,24.0,0.0,5.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,,Texas,2011
370,535188,C.Brown,2014,Oregon State,91.0,22.0,2.0,64.0,NOR,T,23.0,1.0,15.0,15.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,USC,2010
344,183779,C.Brown,2009,Michigan,480.0,81.0,3.0,95.0,PIT,DB,22.0,0.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,,,Texas,2011
